# timestamp (sec),slam_feats_in_state,msckf_feats_used,slam_feats_updated,slam_feats_delayed_init,clones
1403637183.038485050201416,47,7,43,2,11
1403637183.088489294052124,49,21,46,2,11
1403637183.138489484786987,49,3,47,1,11
1403637183.188489675521851,50,6,47,1,11
1403637183.238489627838135,48,5,44,0,11
1403637183.288489103317261,48,21,42,2,11
1403637183.338488817214966,44,10,39,2,11
1403637183.388487815856934,48,6,39,5,11
1403637183.438487291336060,47,12,42,2,11
1403637183.488486289978027,44,2,44,0,11
1403637183.538485050201416,49,8,44,5,11
1403637183.588485002517700,50,1,49,1,11
1403637183.638481616973877,50,15,50,0,11
1403637183.688483238220215,50,18,50,0,11
1403637183.738484144210815,48,4,47,0,11
1403637183.788485050201416,49,2,46,2,11
1403637183.838485240936279,49,10,48,1,11
1403637183.888485908508301,49,18,46,1,11
1403637183.938487052917480,49,11,45,1,11
1403637183.988486051559448,46,22,41,0,11
1403637184.038488149642944,49,7,41,4,11
1403637184.088489294052124,45,2,44,1,11
1403637184.138491868972778,50,1,45,5,11
1403637184.188497066497803,50,3,50,0,11
1403637184.238500833511353,50,12,50,0,11
1403637184.288505315780640,50,12,49,0,11
1403637184.338510990142822,49,25,47,0,11
1403637184.388512134552002,49,2,46,1,11
1403637184.438512325286865,46,6,43,1,11
1403637184.488516092300415,49,13,44,4,11
1403637184.538518667221069,49,11,45,1,11
1403637184.588529109954834,50,21,43,1,11
1403637184.638533592224121,46,9,39,0,11
1403637184.688536167144775,44,5,37,3,11
1403637184.738537073135376,41,15,39,1,11
1403637184.788536548614502,39,2,39,0,11
1403637184.838538408279419,47,3,37,9,11
1403637184.888533592224121,50,31,46,3,11
1403637184.938531160354614,49,9,49,0,11
1403637184.988529443740845,49,6,47,1,11
1403637185.038525342941284,50,7,45,1,11
1403637185.088522434234619,49,13,45,0,11
1403637185.138518095016479,47,12,42,1,11
1403637185.188512802124023,47,7,41,2,11
1403637185.238512039184570,47,4,42,3,11
1403637185.288509368896484,48,8,45,2,11
1403637185.338507890701294,47,13,46,1,11
1403637185.388508558273315,47,3,46,1,11
1403637185.438508272171021,48,4,47,1,11
1403637185.488505840301514,50,34,47,2,11
1403637185.538503885269165,50,2,46,0,11
1403637185.588502883911133,49,2,46,0,11
1403637185.638501882553101,47,10,46,1,11
1403637185.688504457473755,49,12,44,3,11
1403637185.738512992858887,48,33,43,1,11
1403637185.788511991500854,46,3,43,1,11
1403637185.838512182235718,48,3,42,4,11
1403637185.888506412506104,47,7,41,2,11
1403637185.938498020172119,48,9,43,3,11
1403637185.988497257232666,46,0,44,0,11
1403637186.038496017456055,46,0,43,0,11
1403637186.088476419448853,48,26,43,4,11
1403637186.138475894927979,45,4,43,1,11
1403637186.188475131988525,48,0,44,3,11
1403637186.238469839096069,49,6,47,2,11
1403637186.288461446762085,50,29,49,1,11
1403637186.338463068008423,50,27,49,0,11
1403637186.388463020324707,50,6,49,0,11
1403637186.438462734222412,48,7,47,0,11
1403637186.488463401794434,50,3,47,2,11
1403637186.538464069366455,49,14,49,0,11
1403637186.588464021682739,50,1,49,1,11
1403637186.638463497161865,50,0,50,0,11
1403637186.688463211059570,47,27,47,0,11
1403637186.738460302352905,50,15,46,3,11
1403637186.788459539413452,50,0,49,0,11
1403637186.838459014892578,48,8,48,0,11
1403637186.888457059860229,49,21,47,2,11
1403637186.938459873199463,50,18,49,1,11
1403637186.988460779190063,50,7,49,0,11
1403637187.038461685180664,50,5,49,0,11
1403637187.088463068008423,48,4,48,0,11
1403637187.138464212417603,50,33,48,2,11
1403637187.188462972640991,50,2,50,0,11
1403637187.238462448120117,50,1,50,0,11
1403637187.288461685180664,49,17,49,0,11
1403637187.338461875915527,49,12,47,1,11
1403637187.388462543487549,49,1,48,0,11
1403637187.438463211059570,48,4,47,1,11
1403637187.488464593887329,50,37,48,2,11
1403637187.538465976715088,50,12,50,0,11
1403637187.588466167449951,49,6,49,0,11
1403637187.638466358184814,50,3,48,1,11
1403637187.688465118408203,50,5,49,0,11
1403637187.738463640213013,49,26,48,0,11
1403637187.788464069366455,49,0,47,0,11
1403637187.838464260101318,47,0,46,0,11
1403637187.888462305068970,49,9,46,3,11
1403637187.938462257385254,50,9,49,1,11
1403637187.988461732864380,50,12,50,0,11
1403637188.038461923599243,50,6,50,0,11
1403637188.088462114334106,49,27,49,0,11
1403637188.138462305068970,50,24,48,1,11
1403637188.188462495803833,50,6,49,0,11
1403637188.238463163375854,49,5,49,0,11
1403637188.288464307785034,49,5,48,1,11
1403637188.338464736938477,50,21,48,1,11
1403637188.388464927673340,50,3,48,0,11
1403637188.438464403152466,49,4,48,0,11
1403637188.488463878631592,49,5,48,1,11
1403637188.538462400436401,50,15,49,1,11
1403637188.588461875915527,48,10,48,0,11
1403637188.638460159301758,50,4,47,2,11
1403637188.688455820083618,47,22,43,0,11
1403637188.738453626632690,49,14,43,3,11
1403637188.788453102111816,46,10,45,1,11
1403637188.838453292846680,48,0,46,2,11
1403637188.888451099395752,48,2,47,1,11
1403637188.938450336456299,50,13,47,2,11
1403637188.988448381423950,50,5,49,0,11
1403637189.038445234298706,47,4,46,0,11
1403637189.088442564010620,48,3,45,3,11
1403637189.138439416885376,49,10,47,2,11
1403637189.188437700271606,48,8,48,0,11
1403637189.238437414169312,45,2,43,1,11
1403637189.288439512252808,50,13,44,5,11
1403637189.338440656661987,47,17,47,0,11
1403637189.388440370559692,49,2,46,3,11
1403637189.438440084457397,48,1,48,0,11
1403637189.488439321517944,50,6,46,2,11
1403637189.538438081741333,50,11,48,0,11
1403637189.588439464569092,47,12,47,0,11
1403637189.638442039489746,50,1,47,3,11
1403637189.688445329666138,47,5,47,0,11
1403637189.738450288772583,48,12,46,1,11
1403637189.788457155227661,50,7,47,2,11
1403637189.838459253311157,49,6,49,0,11
1403637189.888461112976074,50,12,47,1,11
1403637189.938460826873779,47,12,45,0,11
1403637189.988460302352905,45,4,42,2,11
1403637190.038459539413452,45,1,44,0,11
1403637190.088459730148315,45,1,42,3,11
1403637190.138458490371704,50,5,45,5,11
1403637190.188457727432251,47,10,47,0,11
1403637190.238456726074219,49,8,46,3,11
1403637190.288456916809082,49,4,49,0,11
1403637190.338457345962524,49,12,48,0,11
1403637190.388459205627441,50,6,47,1,11
1403637190.438458681106567,47,11,45,0,11
1403637190.488457679748535,49,12,44,3,11
1403637190.538456678390503,48,7,46,1,11
1403637190.588454723358154,49,3,47,2,11
1403637190.638450622558594,47,2,47,0,11
1403637190.688448905944824,47,2,43,3,11
1403637190.738449096679688,49,2,44,3,11
1403637190.788448572158813,47,1,46,1,11
1403637190.838449954986572,47,0,47,0,11
1403637190.888450384140015,46,4,45,0,11
1403637190.938450813293457,48,9,45,2,11
1403637190.988451004028320,48,11,47,1,11
1403637191.038451194763184,49,11,47,2,11
1403637191.088450670242310,50,12,49,1,11
1403637191.138450145721436,50,6,49,0,11
1403637191.188449144363403,50,3,49,0,11
1403637191.238447904586792,49,7,49,0,11
1403637191.288447856903076,50,2,49,1,11
1403637191.338446855545044,50,2,50,0,11
1403637191.388446569442749,50,2,49,0,11
1403637191.438446521759033,50,0,48,0,11
1403637191.488446712493896,49,3,48,0,11
1403637191.538446426391602,49,13,48,1,11
1403637191.588445901870728,48,23,48,0,11
1403637191.638445615768433,50,6,48,2,11
1403637191.688445091247559,50,13,49,0,11
1403637191.738445043563843,49,7,48,0,11
1403637191.788444757461548,45,2,44,1,11
1403637191.838443279266357,49,2,44,5,11
1403637191.888442039489746,46,0,45,0,11
1403637191.938440561294556,44,0,43,0,11
1403637191.988438606262207,47,0,42,4,11
1403637192.038439750671387,45,2,43,0,11
1403637192.088440656661987,44,1,42,1,11
1403637192.138439893722534,47,5,42,3,11
1403637192.188435792922974,45,17,43,2,11
1403637192.238434553146362,45,4,43,2,11
1403637192.288432836532593,48,17,45,3,11
1403637192.338432550430298,50,5,47,2,11
1403637192.388433694839478,50,14,49,0,11
1403637192.438434362411499,48,1,48,0,11
1403637192.488434791564941,48,0,47,0,11
1403637192.538435459136963,49,2,47,1,11
1403637192.588435173034668,49,3,48,1,11
1403637192.638435125350952,49,0,49,0,11
1403637192.688435077667236,50,1,49,1,11
1403637192.738434553146362,50,8,50,0,11
1403637192.788434267044067,50,10,50,0,11
1403637192.838434219360352,50,8,50,0,11
1403637192.888433694839478,50,14,50,0,11
1403637192.938433885574341,50,5,50,0,11
1403637192.988432407379150,50,8,50,0,11
1403637193.038432121276855,50,4,50,0,11
1403637193.088432312011719,50,0,50,0,11
1403637193.138432502746582,50,4,50,0,11
1403637193.188432931900024,50,3,50,0,11
1403637193.238434076309204,49,1,49,0,11
1403637193.288435459136963,49,2,48,0,11
1403637193.338434934616089,49,8,48,0,11
1403637193.388434648513794,49,9,46,1,11
1403637193.438433647155762,50,7,47,1,11
1403637193.488429784774780,47,13,46,0,11
1403637193.538430213928223,48,1,43,2,11
1403637193.588428258895874,44,7,41,0,11
1403637193.638427495956421,44,1,39,3,11
1403637193.688427448272705,43,1,42,0,11
1403637193.738427162170410,45,5,41,4,11
1403637193.788426399230957,47,5,44,3,11
1403637193.838425636291504,46,2,45,0,11
1403637193.888425588607788,48,2,43,2,11
1403637193.938424348831177,48,13,45,1,11
1403637193.988425254821777,46,9,45,0,11
1403637194.038426160812378,46,2,43,2,11
1403637194.088425636291504,49,6,44,4,11
1403637194.138425350189209,49,1,46,0,11
1403637194.188425779342651,47,7,45,0,11
1403637194.238425731658936,47,1,43,3,11
1403637194.288425922393799,48,1,45,2,11
1403637194.338425874710083,47,2,47,0,11
1403637194.388425827026367,48,2,46,1,11
1403637194.438426494598389,49,5,46,2,11
1403637194.488426208496094,47,2,46,0,11
1403637194.538426637649536,48,11,45,2,11
1403637194.588426828384399,47,6,45,0,11
1403637194.638427019119263,45,2,43,1,11
1403637194.688426733016968,46,1,41,3,11
1403637194.738425970077515,45,2,44,0,11
1403637194.788426637649536,46,7,43,3,11
1403637194.838426589965820,47,2,45,2,11
1403637194.888426303863525,47,1,46,0,11
1403637194.938425779342651,49,3,45,3,11
1403637194.988425016403198,48,3,47,0,11
1403637195.038425207138062,47,5,44,2,11
1403637195.088424921035767,48,3,46,1,11
1403637195.138424396514893,42,11,40,0,11
1403637195.188423871994019,41,0,39,1,11
1403637195.238423824310303,43,1,39,4,11
1403637195.288424015045166,43,1,43,0,11
1403637195.338423490524292,43,0,41,1,11
1403637195.388423681259155,47,0,42,4,11
1403637195.438423395156860,46,1,44,1,11
1403637195.488423109054565,45,2,44,0,11
1403637195.538424015045166,48,9,42,5,11
1403637195.588425397872925,49,7,47,1,11
1403637195.638425111770630,49,5,47,1,11
1403637195.688424348831177,48,0,47,0,11
1403637195.738424301147461,48,4,47,1,11
1403637195.788424730300903,48,1,45,2,11
1403637195.838424682617188,47,4,45,1,11
1403637195.888425111770630,46,2,45,1,11
1403637195.938425064086914,47,0,45,2,11
1403637195.988425970077515,47,2,44,1,11
1403637196.038424968719482,50,5,44,3,11
1403637196.088425159454346,47,3,45,0,11
1403637196.138425111770630,47,11,43,3,11
1403637196.188425302505493,46,6,43,3,11
1403637196.238424301147461,47,2,42,3,11
1403637196.288424968719482,49,5,44,2,11
1403637196.338425636291504,47,11,45,1,11
1403637196.388426303863525,49,5,43,3,11
1403637196.438426494598389,49,3,46,1,11
1403637196.488425493240356,47,6,45,1,11
1403637196.538425683975220,47,0,45,0,11
1403637196.588426113128662,45,4,43,1,11
1403637196.638427734375000,48,9,43,4,11
1403637196.688428163528442,48,1,42,2,11
1403637196.738427877426147,48,7,41,2,11
1403637196.788427352905273,45,4,41,1,11
1403637196.838427066802979,47,10,40,4,11
1403637196.888425827026367,49,4,42,3,11
1403637196.938425302505493,47,14,44,0,11
1403637196.988427400588989,47,3,42,3,11
1403637197.038428544998169,45,3,39,3,11
1403637197.088429689407349,50,6,42,5,11
1403637197.138430595397949,43,6,40,0,11
1403637197.188430070877075,40,3,34,3,11
1403637197.238432168960571,45,9,29,10,11
1403637197.288430690765381,39,9,32,1,11
1403637197.338430881500244,43,4,32,8,11
1403637197.388433694839478,37,1,28,5,11
1403637197.438434839248657,38,4,30,1,11
1403637197.488434553146362,34,3,24,2,11
1403637197.538434028625488,25,6,21,0,11
1403637197.588433742523193,23,7,15,2,11
1403637197.638434410095215,27,4,9,11,11
1403637197.688436269760132,19,2,12,1,11
1403637197.738438367843628,21,4,12,6,11
1403637197.788440942764282,19,5,14,1,11
1403637197.838442087173462,19,1,12,1,11
1403637197.888442277908325,17,4,11,1,11
1403637197.938445091247559,30,1,11,16,11
1403637197.988446950912476,35,7,22,9,11
1403637198.038445472717285,35,9,20,6,11
1403637198.088444471359253,33,2,23,5,11
1403637198.138443231582642,29,4,26,0,11
1403637198.188441514968872,28,1,25,2,11
1403637198.238440990447998,31,6,23,4,11
1403637198.288442134857178,46,2,25,16,11
1403637198.338443756103516,42,1,39,0,11
1403637198.388446331024170,48,5,38,8,11
1403637198.438447952270508,47,9,42,2,11
1403637198.488447904586792,45,2,42,1,11
1403637198.538449764251709,47,8,40,4,11
1403637198.588450193405151,46,1,42,1,11
1403637198.638450145721436,47,6,41,4,11
1403637198.688448429107666,46,8,42,3,11
1403637198.738447189331055,45,5,41,2,11
1403637198.788445949554443,49,3,42,4,11
1403637198.838443994522095,44,9,41,0,11
1403637198.888443470001221,47,6,38,6,11
1403637198.938441753387451,47,8,42,3,11
1403637198.988440752029419,48,7,42,2,11
1403637199.038441419601440,45,6,41,2,11
1403637199.088442325592041,47,9,40,5,11
1403637199.138443708419800,48,6,43,2,11
1403637199.188444852828979,48,11,42,2,11
1403637199.238440990447998,45,8,40,2,11
1403637199.288440704345703,47,5,41,5,11
1403637199.338439464569092,45,4,40,3,11
1403637199.388438224792480,47,6,39,3,11
1403637199.438436508178711,47,12,40,3,11
1403637199.488434553146362,44,6,41,2,11
1403637199.538435459136963,48,5,42,5,11
1403637199.588434457778931,49,10,45,2,11
1403637199.638432502746582,45,8,43,1,11
1403637199.688429594039917,49,10,42,5,11
1403637199.738429546356201,44,15,42,0,11
1403637199.788431167602539,40,11,36,1,11
1403637199.838430643081665,39,11,31,6,11
1403637199.888432025909424,34,2,34,0,11
1403637199.938431024551392,34,4,31,2,11
1403637199.988429069519043,40,4,30,6,11
1403637200.038429021835327,42,5,31,7,11
1403637200.088426828384399,37,2,33,1,11
1403637200.138426065444946,32,10,25,7,11
1403637200.188426971435547,32,6,25,7,11
1403637200.238430261611938,36,4,31,4,11
1403637200.288436651229858,44,4,34,9,11
1403637200.338441848754883,45,5,37,6,11
1403637200.388443708419800,47,4,41,4,11
1403637200.438441991806030,46,10,42,3,11
1403637200.488440990447998,42,2,41,0,11
1403637200.538439273834229,44,9,37,7,11
1403637200.588433980941772,42,0,39,0,11
1403637200.638423442840576,41,4,33,7,11
1403637200.688414335250854,38,2,35,0,11
1403637200.738406896591187,40,3,30,6,11
1403637200.788395881652832,46,5,34,10,11
1403637200.838389635086060,46,6,41,3,11
1403637200.888383150100708,50,11,44,4,11
1403637200.938376188278198,48,21,47,0,11
1403637200.988377809524536,49,6,46,2,11
1403637201.038375854492188,49,9,48,1,11
1403637201.088376998901367,50,9,49,1,11
1403637201.138379096984863,50,16,50,0,11
1403637201.188380241394043,50,14,50,0,11
1403637201.238381385803223,49,3,48,0,11
1403637201.288383960723877,49,8,47,1,11
1403637201.338388919830322,49,13,47,1,11
1403637201.388390779495239,49,9,44,1,11
1403637201.438394069671631,48,5,44,1,11
1403637201.488399982452393,46,20,44,2,11
1403637201.538403511047363,50,18,46,4,11
1403637201.588404178619385,48,5,48,0,11
1403637201.638405561447144,50,5,47,2,11
1403637201.688406229019165,49,10,48,0,11
1403637201.738405942916870,48,9,48,0,11
1403637201.788405656814575,50,12,48,2,11
1403637201.838406324386597,50,11,49,0,11
1403637201.888406038284302,50,3,48,0,11
1403637201.938404560089111,49,13,48,0,11
1403637201.988399744033813,49,12,48,1,11
1403637202.038396835327148,49,2,49,0,11
1403637202.088391780853271,50,12,49,1,11
1403637202.138386726379395,49,11,49,0,11
1403637202.188385009765625,49,0,47,1,11
1403637202.238383769989014,49,3,47,1,11
1403637202.288383245468140,47,1,47,0,11
1403637202.338382244110107,46,6,43,1,11
1403637202.388382673263550,44,1,42,0,11
1403637202.438383817672729,45,1,41,4,11
1403637202.488385677337646,44,0,44,0,11
1403637202.538392543792725,47,5,44,3,11
1403637202.588395833969116,48,6,47,1,11
1403637202.638396024703979,48,0,48,0,11
1403637202.688397169113159,50,16,48,2,11
1403637202.738396644592285,50,16,50,0,11
1403637202.788396835327148,50,3,50,0,11
1403637202.838396549224854,50,3,50,0,11
1403637202.888396501541138,50,17,50,0,11
1403637202.938395977020264,50,9,50,0,11
1403637202.988395452499390,50,2,50,0,11
1403637203.038395881652832,50,7,50,0,11
1403637203.088395833969116,50,0,50,0,11
1403637203.138395309448242,50,5,50,0,11
1403637203.188394546508789,50,10,50,0,11
1403637203.238394737243652,50,0,50,0,11
1403637203.288394212722778,50,15,50,0,11
1403637203.338394880294800,50,27,50,0,11
1403637203.388394594192505,50,2,50,0,11
1403637203.438394308090210,50,3,50,0,11
1403637203.488393783569336,50,13,50,0,11
1403637203.538394212722778,50,7,50,0,11
1403637203.588393688201904,50,1,50,0,11
1403637203.638393640518188,50,7,50,0,11
1403637203.688393354415894,50,0,50,0,11
1403637203.738393068313599,50,4,50,0,11
1403637203.788393259048462,49,7,49,0,11
1403637203.838393211364746,49,0,49,0,11
1403637203.888393163681030,49,12,48,0,11
1403637203.938392639160156,48,24,46,0,11
1403637203.988392829895020,49,2,46,2,11
1403637204.038393020629883,49,2,48,1,11
1403637204.088393449783325,50,8,49,1,11
1403637204.138393402099609,50,3,50,0,11
1403637204.188393354415894,50,1,50,0,11
1403637204.238393783569336,50,21,50,0,11
1403637204.288393974304199,50,0,50,0,11
1403637204.338394165039062,50,4,50,0,11
1403637204.388394355773926,50,5,50,0,11
1403637204.438395023345947,49,0,49,0,11
1403637204.488395452499390,49,6,49,0,11
1403637204.538395881652832,49,6,49,0,11
1403637204.588395833969116,49,0,49,0,11
1403637204.638395786285400,49,0,49,0,11
1403637204.688395500183105,49,0,49,0,11
1403637204.738395452499390,49,0,49,0,11
1403637204.788395643234253,49,0,49,0,11
1403637204.838395357131958,49,0,49,0,11
1403637204.888395309448242,49,0,49,0,11
1403637204.938395738601685,48,0,48,0,11
1403637204.988396167755127,48,0,48,0,11
1403637205.038396596908569,48,0,48,0,11
1403637205.088396310806274,48,0,48,0,11
1403637205.138396263122559,48,0,48,0,11
1403637205.188396215438843,48,0,48,0,11
1403637205.238396167755127,48,0,48,0,11
1403637205.288396120071411,48,0,48,0,11
1403637205.338395833969116,48,0,48,0,11
1403637205.388395786285400,48,0,48,0,11
1403637205.438395738601685,48,0,48,0,11
1403637205.488395452499390,48,0,48,0,11
1403637205.538395404815674,48,0,48,0,11
1403637205.588395357131958,48,0,48,0,11
1403637205.638395309448242,48,0,48,0,11
1403637205.688395023345947,48,0,48,0,11
1403637205.738394737243652,48,0,48,0,11
1403637205.788394689559937,48,0,48,0,11
1403637205.838394641876221,48,0,48,0,11
1403637205.888394355773926,48,0,48,0,11
1403637205.938394069671631,48,0,48,0,11
1403637205.988394021987915,48,0,47,0,11
1403637206.038393974304199,48,0,47,0,11
1403637206.088393688201904,47,0,47,0,11
1403637206.138393640518188,47,0,47,0,11
1403637206.188393592834473,47,0,47,0,11
1403637206.238393545150757,47,0,47,0,11
1403637206.288393974304199,47,0,47,0,11
1403637206.338394165039062,47,0,47,0,11
1403637206.388394117355347,47,0,47,0,11
1403637206.438394069671631,47,0,47,0,11
1403637206.488393783569336,47,0,47,0,11
1403637206.538393974304199,47,0,47,0,11
1403637206.588394165039062,47,0,47,0,11
1403637206.638394594192505,47,0,47,0,11
1403637206.688394308090210,47,0,47,0,11
1403637206.738394498825073,47,0,47,0,11
1403637206.788394689559937,47,0,47,0,11
1403637206.838394641876221,47,0,47,0,11
1403637206.888395071029663,47,0,47,0,11
1403637206.938394546508789,47,0,47,0,11
1403637206.988394260406494,47,0,47,0,11
1403637207.038394689559937,47,0,47,0,11
1403637207.088394641876221,47,0,47,0,11
1403637207.138394832611084,47,0,47,0,11
1403637207.188394784927368,47,0,47,0,11
1403637207.238394975662231,47,0,47,0,11
1403637207.288395643234253,47,0,47,0,11
1403637207.338395833969116,47,0,47,0,11
1403637207.388395786285400,47,0,47,0,11
1403637207.438395500183105,47,0,47,0,11
1403637207.488395929336548,47,0,47,0,11
1403637207.538396120071411,47,0,47,0,11
1403637207.588396310806274,47,0,47,0,11
1403637207.638395786285400,47,0,47,0,11
1403637207.688395738601685,48,0,47,1,11
1403637207.738395929336548,48,0,48,0,11
1403637207.788397550582886,48,0,48,0,11
1403637207.838398933410645,48,3,48,0,11
1403637207.888401508331299,48,0,48,0,11
1403637207.938403129577637,48,0,48,0,11
1403637207.988403320312500,48,0,48,0,11
1403637208.038403749465942,48,0,48,0,11
1403637208.088404178619385,48,0,48,0,11
1403637208.138403415679932,48,0,48,0,11
1403637208.188404083251953,48,0,48,0,11
1403637208.238403558731079,48,0,48,0,11
1403637208.288402795791626,48,2,48,0,11
1403637208.338402986526489,48,0,48,0,11
1403637208.388402938842773,48,0,48,0,11
1403637208.438403129577637,48,0,48,0,11
1403637208.488403081893921,48,0,48,0,11
1403637208.538403272628784,48,0,48,0,11
1403637208.588403224945068,48,0,48,0,11
1403637208.638403177261353,48,0,48,0,11
1403637208.688403129577637,48,0,48,0,11
1403637208.738403081893921,48,0,48,0,11
1403637208.788403272628784,47,0,47,0,11
1403637208.838403224945068,47,0,47,0,11
1403637208.888403415679932,47,1,47,0,11
1403637208.938403129577637,47,0,47,0,11
1403637208.988403081893921,47,0,47,0,11
1403637209.038403272628784,47,0,47,0,11
1403637209.088403463363647,47,0,47,0,11
1403637209.138403654098511,47,0,47,0,11
1403637209.188403606414795,47,0,47,0,11
1403637209.238402843475342,47,0,47,0,11
1403637209.288402795791626,47,0,47,0,11
1403637209.338402271270752,47,0,47,0,11
1403637209.388401746749878,47,0,47,0,11
1403637209.438401937484741,47,0,47,0,11
1403637209.488402843475342,47,2,47,0,11
1403637209.538403272628784,47,0,47,0,11
1403637209.588403701782227,46,0,46,0,11
1403637209.638403654098511,46,2,46,0,11
1403637209.688403606414795,46,0,46,0,11
1403637209.738403797149658,45,0,45,0,11
1403637209.788404226303101,45,0,45,0,11
1403637209.838404417037964,45,0,45,0,11
1403637209.888404369354248,43,0,43,0,11
1403637209.938404321670532,42,0,42,0,11
1403637209.988404512405396,42,0,42,0,11
1403637210.038404703140259,42,0,42,0,11
1403637210.088404178619385,43,11,41,2,11
1403637210.138404130935669,43,2,43,0,11
1403637210.188404083251953,43,0,42,1,11
1403637210.238404273986816,45,5,41,4,11
1403637210.288404464721680,45,0,45,0,11
1403637210.338404655456543,46,1,44,2,11
1403637210.388405323028564,46,3,46,0,11
1403637210.438405752182007,45,0,45,0,11
1403637210.488407135009766,45,9,45,0,11
1403637210.538409709930420,48,12,45,3,11
1403637210.588410377502441,48,7,48,0,11
1403637210.638410568237305,48,1,48,0,11
1403637210.688410520553589,50,34,48,2,11
1403637210.738410711288452,50,15,50,0,11
1403637210.788410663604736,50,1,49,0,11
1403637210.838410854339600,50,18,49,0,11
1403637210.888411045074463,49,4,49,0,11
1403637210.938410043716431,48,5,48,0,11
1403637210.988410472869873,47,5,47,0,11
1403637211.038410425186157,46,4,46,0,11
1403637211.088410615921021,49,16,45,3,11
1403637211.138410568237305,48,16,46,0,11
1403637211.188410520553589,46,3,45,0,11
1403637211.238410711288452,46,3,45,1,11
1403637211.288408041000366,47,15,45,2,11
1403637211.338409662246704,48,11,44,2,11
1403637211.388409614562988,47,2,45,0,11
1403637211.438407897949219,44,8,40,1,11
1403637211.488409042358398,48,0,41,4,11
1403637211.538411140441895,45,1,41,1,11
1403637211.588412046432495,44,9,38,2,11
1403637211.638412714004517,41,4,40,0,11
1403637211.688414573669434,44,5,37,5,11
1403637211.738414764404297,47,2,41,4,11
1403637211.788414955139160,46,2,43,2,11
1403637211.838414669036865,45,2,43,1,11
1403637211.888415098190308,48,6,42,4,11
1403637211.938416719436646,45,10,44,0,11
1403637211.988416671752930,43,4,41,0,11
1403637212.038414478302002,44,7,38,4,11
1403637212.088414907455444,43,1,39,1,11
1403637212.138415098190308,45,3,38,3,11
1403637212.188414096832275,39,14,37,2,11
1403637212.238414525985718,40,7,37,2,11
1403637212.288415431976318,43,4,36,5,11
1403637212.338414907455444,45,11,38,4,11
1403637212.388414382934570,45,4,40,2,11
1403637212.438414335250854,42,3,37,1,11
1403637212.488414764404297,43,4,36,4,11
1403637212.538414955139160,43,2,40,3,11
1403637212.588415145874023,43,4,41,1,11
1403637212.638416051864624,40,12,38,0,11
1403637212.688415050506592,41,3,35,3,11
1403637212.738415479660034,48,7,38,8,11
1403637212.788415670394897,44,13,44,0,11
1403637212.838415384292603,42,3,39,1,11
1403637212.888414859771729,40,4,35,2,11
1403637212.938414573669434,38,2,34,1,11
1403637212.988414287567139,38,0,31,3,11
1403637213.038414239883423,38,6,34,2,11
1403637213.088413715362549,37,1,36,1,11
1403637213.138412952423096,35,2,35,0,11
1403637213.188412666320801,37,2,35,2,11
1403637213.238412857055664,41,2,36,5,11
1403637213.288412570953369,39,13,36,3,11
1403637213.338412523269653,39,3,32,3,11
1403637213.388411998748779,48,6,34,9,11
1403637213.438412427902222,43,4,38,1,11
1403637213.488412380218506,41,3,38,0,11
1403637213.538412809371948,45,6,35,7,11
1403637213.588413476943970,43,3,37,1,11
1403637213.638413190841675,40,5,35,1,11
1403637213.688411951065063,39,5,36,2,11
1403637213.738411903381348,38,7,36,0,11
1403637213.788411140441895,38,4,36,0,11
1403637213.838410377502441,38,0,34,2,11
1403637213.888410329818726,41,5,35,4,11
1403637213.938410282135010,41,2,37,3,11
1403637213.988409996032715,42,4,40,1,11
1403637214.038408279418945,46,8,40,5,11
1403637214.088406085968018,48,1,44,2,11
1403637214.138404369354248,46,3,45,0,11
1403637214.188403367996216,48,5,44,4,11
1403637214.238402605056763,48,5,46,2,11
1403637214.288401603698730,49,4,47,1,11
1403637214.338401079177856,49,14,47,0,11
1403637214.388399839401245,45,5,42,0,11
1403637214.438399791717529,42,7,39,0,11
1403637214.488399982452393,39,2,37,0,11
1403637214.538400650024414,39,5,37,1,11
1403637214.588401079177856,37,2,37,0,11
1403637214.638402223587036,43,6,37,6,11
1403637214.688403367996216,46,2,41,4,11
1403637214.738404512405396,48,7,42,4,11
1403637214.788404703140259,47,3,44,1,11
1403637214.838403940200806,48,6,42,3,11
1403637214.888404369354248,49,6,42,2,11
1403637214.938404083251953,49,8,43,1,11
1403637214.988404512405396,45,1,44,1,11
1403637215.038404464721680,46,7,42,3,11
1403637215.088404655456543,48,5,43,2,11
1403637215.138404607772827,49,14,43,2,11
1403637215.188405275344849,48,4,45,1,11
1403637215.238406896591187,46,21,42,2,11
1403637215.288407802581787,47,0,43,1,11
1403637215.338408231735229,48,8,41,3,11
1403637215.388408660888672,48,9,42,2,11
1403637215.438407897949219,45,3,39,2,11
1403637215.488406181335449,45,4,38,5,11
1403637215.538406372070312,48,4,43,5,11
1403637215.588406801223755,49,11,47,2,11
1403637215.638408660888672,50,24,49,1,11
1403637215.688409805297852,50,14,50,0,11
1403637215.738412141799927,50,13,48,0,11
1403637215.788413286209106,47,8,44,0,11
1403637215.838414192199707,45,5,41,3,11
1403637215.888414382934570,40,2,40,0,11
1403637215.938414812088013,50,3,39,10,11
1403637215.988414525985718,49,5,46,0,11
1403637216.038414001464844,48,7,46,0,11
1403637216.088413238525391,47,5,45,2,11
1403637216.138411998748779,44,6,41,2,11
1403637216.188410282135010,49,7,40,6,11
